,main_mode,weight
3331,Transit,1376.12564022419
3332,HOV,563.760657647532
3333,HOV,716.017185625332
3334,HOV,716.017185625332
3335,HOV,563.760657647532
3336,HOV,0.0
3343,SOV,2696.10475004391
3344,SOV,2122.7951192874507
3345,SOV,921.509827876109
3346,SOV,921.509827876109
3347,Walk,1179.482849907975
3350,Walk,533.702441079238
3361,SOV,1582.6038563339619
3362,SOV,1582.6038563339619
3363,SOV,506.082613268785
3388,HOV,21932.09973168015
3391,HOV,17268.37737494358
3392,HOV,4055.46891605692
3393,HOV,5150.74154302119
3396,HOV,4055.46891605692
3402,Other,538.291625224672
3403,HOV,538.291625224672
3404,HOV,538.291625224672
3407,HOV,111.407817293297
3419,Transit,195.280907009982
3420,Walk,195.280907009982
3421,SOV,195.280907009982
3422,SOV,195.280907009982
3423,Bike,195.280907009982
3424,Bike,195.280907009982
3439,Transit,10292.33903008249
3445,Transit,2028.03845286809
3455,Transit,2018.3323931353991
3456,HOV,2018.3323931353991
3465,SOV,680.057334267903
3468,SOV,767.993109552091
3472,SOV,767.993109552091
3473,SOV,10418.98395784547
3475,SOV,18129.03208665115
3476,SOV,10418.98395784547
3477,SOV,2893.81837871564
3478,SOV,2893.81837871564
3479,SOV,4055.47801348057
3480,SOV,4055.47801348057
3494,Walk,220.879236000823
3495,Walk,220.879236000823
3496,Walk,80.1618152992487
3497,Walk,80.1618152992487
3498,SOV,2623.582342064622
3499,SOV,2623.582342064622
3500,Transit,370.83246152195
3501,Transit,370.83246152195
3502,HOV,297.41286656315697
3504,SOV,297.41286656315697
3507,HOV,111.573434246767
3509,HOV,111.573434246767
3510,HOV,0.0
3512,HOV,0.0
3524,SOV,358.73098250066596
3525,SOV,455.614532519094
3526,SOV,455.614532519094
3527,SOV,455.614532519094
3528,SOV,358.73098250066596
3529,SOV,629.6035129745619
3530,SOV,629.6035129745619
3531,HOV,862.55681277515
3534,HOV,891.152821224985
3535,HOV,4418.402977826299
3536,HOV,5611.694293005659
3537,SOV,5611.694293005659
3538,SOV,5611.694293005659
3539,HOV,4418.402977826299
3540,HOV,0.0
3563,HOV,1494.500473305269
3567,HOV,557.723146960598
3573,Walk,692.244606607285
3574,Walk,692.244606607285
3575,Walk,273.809215128099
3576,Walk,273.809215128099
3577,Walk,3070.77770956767
3578,Walk,3070.77770956767
3579,HOV,15864.02403811585
3580,SOV,20148.46848636601
3581,SOV,15864.02403811585
3582,SOV,2945.65657235755
3583,SOV,2945.65657235755
3584,HOV,4055.47801348057
3586,SOV,2479.21116751138
3587,SOV,4313.8274314698
3588,SOV,4313.8274314698
3589,SOV,4313.8274314698
3595,SOV,1070.94773623026
3600,SOV,3731.7227614950198
3603,SOV,4739.560295621421
3613,HOV,2262.884255453319
3614,HOV,2874.0281784589597
3615,HOV,2262.884255453319
3616,HOV,2262.884255453319
3617,HOV,2262.884255453319
3618,Walk,2262.884255453319
3631,Transit,1077.628843532024
3632,Transit,1077.628843532024
3633,SOV,355.257873843784
3638,SOV,486.703287165984
3643,SOV,3560.906188278558
3647,SOV,6351.7892130642595
3648,SOV,8067.23593484074
3649,SOV,8067.23593484074
3650,SOV,6351.7892130642595
3662,HOV,911.92839260307
3672,HOV,0.0
3673,Walk,911.92839260307
3674,Walk,911.92839260307
3675,HOV,911.92839260307
3676,Walk,1158.215622722148
3677,HOV,1507.080735579224
3678,Walk,2622.3204799078458
3679,HOV,2622.3204799078458
3681,HOV,2064.700607743535
3682,HOV,726.231985076187
3683,SOV,726.231985076187
3684,SOV,726.231985076187
3685,SOV,922.367630680704
3687,SOV,726.231985076187
3688,HOV,922.367630680704
3690,HOV,726.231985076187
3697,SOV,559.931904776644
3698,SOV,767.106709544002
3705,SOV,4012.19354173366
3706,Transit,3890.13190115987
3707,Walk,4940.7514657066895
3708,Walk,4940.7514657066895
3709,Transit,3890.13190115987
3710,Walk,1669.841074312896
